experiment_run_id,experiment_id,scenario_id,strategy,repetition,is_warmup,status,started_at,fault_injected_at,incident_detected_at,decision_at,remediation_started_at,recovered_at,mttr_seconds,downtime_seconds,detection_latency_seconds,decision_latency_seconds,remediation_latency_seconds,rollback,success,escalated,selected_remediation,top_ranked_candidate,sandbox_pass,candidate_fallback_count,remediation_attempts,recovery_score,final_outcome
RUN-82FD2418,EXP-REPORT,SCENARIO-01,safeopsai,2,False,COMPLETED,2026-08-22T08:33:50.744887+00:00,2026-08-22T08:33:50.853818+00:00,2026-08-22T08:33:51.165890+00:00,2026-08-22T08:33:51.165890+00:00,2026-08-22T08:33:51.479916+00:00,2026-08-22T08:33:51.682932+00:00,0.517,0.829,0.312,0.0,0.203,False,True,False,restart_service,restart_service,True,0,1,0.98,SUCCESS
RUN-496A483C,EXP-REPORT,SCENARIO-05,no_rollback,1,False,COMPLETED,2026-08-22T08:33:51.791229+00:00,2026-08-22T08:33:51.900781+00:00,2026-08-22T08:33:52.209052+00:00,2026-08-22T08:33:52.209052+00:00,2026-08-22T08:33:52.209052+00:00,2026-08-22T08:33:52.209052+00:00,0.0,0.308,0.308,0.0,0.0,False,True,False,restart_service,restart_service,True,0,1,0.95,SUCCESS
RUN-5C07C601,EXP-REPORT,SCENARIO-05,no_sandbox,1,False,COMPLETED,2026-08-22T08:33:52.318434+00:00,2026-08-22T08:33:52.427922+00:00,2026-08-22T08:33:52.737865+00:00,2026-08-22T08:33:52.737865+00:00,2026-08-22T08:33:52.737865+00:00,2026-08-22T08:33:52.737865+00:00,0.0,0.31,0.31,0.0,0.0,False,True,False,restart_service,restart_service,,0,1,0.92,SUCCESS
RUN-382B4C23,EXP-REPORT,SCENARIO-02,safeopsai,1,False,COMPLETED,2026-08-22T08:33:52.849075+00:00,2026-08-22T08:33:52.957814+00:00,2026-08-22T08:33:53.269965+00:00,2026-08-22T08:33:53.269965+00:00,2026-08-22T08:33:53.580775+00:00,2026-08-22T08:33:53.784208+00:00,0.514,0.826,0.312,0.0,0.203,False,True,False,clear_fault,clear_fault,True,0,1,0.98,SUCCESS
RUN-BF2C7B6B,EXP-REPORT,SCENARIO-02,no_multi_agent,3,False,FAILED,2026-08-22T08:33:53.892231+00:00,2026-08-22T08:33:54.002703+00:00,2026-08-22T08:33:54.314339+00:00,2026-08-22T08:33:54.314339+00:00,2026-08-22T08:33:54.314339+00:00,,120.0,120.0,0.312,0.0,2.0,False,False,True,restart_service,restart_service,True,0,1,0.0,FAILED
RUN-622B4F51,EXP-REPORT,SCENARIO-03,no_multi_agent,2,False,FAILED,2026-08-22T08:33:54.423138+00:00,2026-08-22T08:33:54.532382+00:00,2026-08-22T08:33:54.845587+00:00,2026-08-22T08:33:54.845587+00:00,2026-08-22T08:33:54.845587+00:00,,120.0,120.0,0.313,0.0,2.0,False,False,True,restart_service,restart_service,True,0,1,0.0,FAILED
RUN-E970B4AA,EXP-REPORT,SCENARIO-03,safeopsai,3,False,COMPLETED,2026-08-22T08:33:54.954664+00:00,2026-08-22T08:33:55.064186+00:00,2026-08-22T08:33:55.390254+00:00,2026-08-22T08:33:55.390254+00:00,2026-08-22T08:33:55.699612+00:00,2026-08-22T08:33:55.903612+00:00,0.513,0.839,0.326,0.0,0.204,False,True,False,clear_fault,clear_fault,True,0,1,0.98,SUCCESS
RUN-3AEC8531,EXP-REPORT,SCENARIO-04,safeopsai,1,False,COMPLETED,2026-08-22T08:33:56.012476+00:00,2026-08-22T08:33:56.122126+00:00,2026-08-22T08:33:56.432055+00:00,2026-08-22T08:33:56.432055+00:00,2026-08-22T08:33:56.743158+00:00,2026-08-22T08:33:56.947351+00:00,0.515,0.825,0.31,0.0,0.204,False,True,False,clear_fault,clear_fault,True,0,1,0.98,SUCCESS
RUN-6364ABE2,EXP-REPORT,SCENARIO-04,safeopsai,3,False,COMPLETED,2026-08-22T08:33:57.056422+00:00,2026-08-22T08:33:57.167233+00:00,2026-08-22T08:33:57.477879+00:00,2026-08-22T08:33:57.477879+00:00,2026-08-22T08:33:57.788426+00:00,2026-08-22T08:33:57.991290+00:00,0.513,0.824,0.311,0.0,0.203,False,True,False,clear_fault,clear_fault,True,0,1,0.98,SUCCESS
RUN-634178C8,EXP-REPORT,SCENARIO-05,no_sandbox,2,False,COMPLETED,2026-08-22T08:33:58.102542+00:00,2026-08-22T08:33:58.211556+00:00,2026-08-22T08:33:58.525384+00:00,2026-08-22T08:33:58.525384+00:00,2026-08-22T08:33:58.525384+00:00,2026-08-22T08:33:58.525384+00:00,0.0,0.314,0.314,0.0,0.0,False,True,False,restart_service,restart_service,,0,1,0.92,SUCCESS
RUN-AE2783E6,EXP-REPORT,SCENARIO-02,naive_restart,2,False,FAILED,2026-08-22T08:33:58.634117+00:00,2026-08-22T08:33:58.741390+00:00,2026-08-22T08:33:59.055335+00:00,2026-08-22T08:33:59.055335+00:00,2026-08-22T08:33:59.055335+00:00,,120.0,120.0,0.314,0.0,2.0,False,False,True,restart_service,restart_service,,0,1,0.0,FAILED
RUN-34DCDE75,EXP-REPORT,SCENARIO-04,no_rollback,3,False,COMPLETED,2026-08-22T08:33:59.273125+00:00,2026-08-22T08:33:59.381875+00:00,2026-08-22T08:33:59.695317+00:00,2026-08-22T08:33:59.695317+00:00,2026-08-22T08:33:59.695317+00:00,2026-08-22T08:33:59.695317+00:00,0.0,0.313,0.313,0.0,0.0,False,True,False,clear_fault,clear_fault,True,0,1,0.95,SUCCESS
RUN-CF6C38E6,EXP-REPORT,SCENARIO-04,no_multi_agent,2,False,FAILED,2026-08-22T08:33:59.806255+00:00,2026-08-22T08:33:59.916825+00:00,2026-08-22T08:34:00.227894+00:00,2026-08-22T08:34:00.227894+00:00,2026-08-22T08:34:00.227894+00:00,,120.0,120.0,0.311,0.0,2.0,False,False,True,restart_service,restart_service,True,0,1,0.0,FAILED
RUN-8BBD1B55,EXP-REPORT,SCENARIO-05,safeopsai,3,False,COMPLETED,2026-08-22T08:34:00.339015+00:00,2026-08-22T08:34:00.448799+00:00,2026-08-22T08:34:00.760396+00:00,2026-08-22T08:34:00.760396+00:00,2026-08-22T08:34:01.074295+00:00,2026-08-22T08:34:01.290146+00:00,0.53,0.841,0.312,0.0,0.216,False,True,False,restart_service,restart_service,True,0,1,0.98,SUCCESS
RUN-5A54B38C,EXP-REPORT,SCENARIO-05,no_multi_agent,2,False,COMPLETED,2026-08-22T08:34:01.400519+00:00,2026-08-22T08:34:01.509952+00:00,2026-08-22T08:34:01.819150+00:00,2026-08-22T08:34:01.819150+00:00,2026-08-22T08:34:01.819150+00:00,2026-08-22T08:34:01.819150+00:00,0.0,0.309,0.309,0.0,0.0,False,True,False,restart_service,restart_service,True,0,1,0.85,SUCCESS
RUN-2CEA7D4A,EXP-REPORT,SCENARIO-04,no_sandbox,1,False,COMPLETED,2026-08-22T08:34:01.927918+00:00,2026-08-22T08:34:02.037775+00:00,2026-08-22T08:34:02.364243+00:00,2026-08-22T08:34:02.364243+00:00,2026-08-22T08:34:02.364243+00:00,2026-08-22T08:34:02.364243+00:00,0.0,0.326,0.326,0.0,0.0,False,True,False,clear_fault,clear_fault,,0,1,0.92,SUCCESS
RUN-32D64D51,EXP-REPORT,SCENARIO-04,no_multi_agent,3,False,FAILED,2026-08-22T08:34:02.471048+00:00,2026-08-22T08:34:02.581797+00:00,2026-08-22T08:34:02.896121+00:00,2026-08-22T08:34:02.896121+00:00,2026-08-22T08:34:02.896121+00:00,,120.0,120.0,0.314,0.0,2.0,False,False,True,restart_service,restart_service,True,0,1,0.0,FAILED
RUN-BFAF5CB2,EXP-REPORT,SCENARIO-04,naive_restart,2,False,FAILED,2026-08-22T08:34:03.005822+00:00,2026-08-22T08:34:03.117298+00:00,2026-08-22T08:34:03.426173+00:00,2026-08-22T08:34:03.426173+00:00,2026-08-22T08:34:03.426173+00:00,,120.0,120.0,0.309,0.0,2.0,False,False,True,restart_service,restart_service,,0,1,0.0,FAILED
RUN-9874B31C,EXP-REPORT,SCENARIO-06,no_multi_agent,2,False,FAILED,2026-08-22T08:34:03.643977+00:00,2026-08-22T08:34:03.752542+00:00,2026-08-22T08:34:04.064996+00:00,2026-08-22T08:34:04.064996+00:00,2026-08-22T08:34:04.064996+00:00,,120.0,120.0,0.312,0.0,2.0,False,False,True,restart_service,restart_service,True,0,1,0.0,FAILED
RUN-AE14AF5D,EXP-REPORT,SCENARIO-06,naive_restart,2,False,FAILED,2026-08-22T08:34:04.173912+00:00,2026-08-22T08:34:04.283894+00:00,2026-08-22T08:34:04.595098+00:00,2026-08-22T08:34:04.595098+00:00,2026-08-22T08:34:04.595098+00:00,,120.0,120.0,0.311,0.0,2.0,False,False,True,restart_service,restart_service,,0,1,0.0,FAILED
RUN-36459153,EXP-REPORT,SCENARIO-05,naive_restart,1,False,COMPLETED,2026-08-22T08:34:04.815504+00:00,2026-08-22T08:34:04.922798+00:00,2026-08-22T08:34:05.233633+00:00,2026-08-22T08:34:05.233633+00:00,2026-08-22T08:34:05.233633+00:00,2026-08-22T08:34:05.342612+00:00,0.109,0.42,0.311,0.0,0.109,False,True,False,restart_service,restart_service,,0,1,1.0,COMPLETED
RUN-7F6885BC,EXP-REPORT,SCENARIO-03,naive_restart,1,False,FAILED,2026-08-22T08:34:05.452389+00:00,2026-08-22T08:34:05.559615+00:00,2026-08-22T08:34:05.870900+00:00,2026-08-22T08:34:05.870900+00:00,2026-08-22T08:34:05.870900+00:00,,120.0,120.0,0.311,0.0,2.0,False,False,True,restart_service,restart_service,,0,1,0.0,FAILED
RUN-25C37944,EXP-REPORT,SCENARIO-01,no_sandbox,3,False,COMPLETED,2026-08-22T08:34:06.091943+00:00,2026-08-22T08:34:06.200306+00:00,2026-08-22T08:34:06.515271+00:00,2026-08-22T08:34:06.515271+00:00,2026-08-22T08:34:06.515271+00:00,2026-08-22T08:34:06.515271+00:00,0.0,0.315,0.315,0.0,0.0,False,True,False,restart_service,restart_service,,0,1,0.92,SUCCESS
RUN-61519CE4,EXP-REPORT,SCENARIO-03,no_sandbox,2,False,COMPLETED,2026-08-22T08:34:06.625083+00:00,2026-08-22T08:34:06.735806+00:00,2026-08-22T08:34:07.048358+00:00,2026-08-22T08:34:07.049386+00:00,2026-08-22T08:34:07.049386+00:00,2026-08-22T08:34:07.049386+00:00,0.001,0.314,0.313,0.001,0.0,False,True,False,clear_fault,clear_fault,,0,1,0.92,SUCCESS
RUN-CA62F5F1,EXP-REPORT,SCENARIO-05,no_multi_agent,3,False,COMPLETED,2026-08-22T08:34:07.157319+00:00,2026-08-22T08:34:07.267847+00:00,2026-08-22T08:34:07.576347+00:00,2026-08-22T08:34:07.576347+00:00,2026-08-22T08:34:07.576347+00:00,2026-08-22T08:34:07.576347+00:00,0.0,0.308,0.308,0.0,0.0,False,True,False,restart_service,restart_service,True,0,1,0.85,SUCCESS
RUN-AFAB374A,EXP-REPORT,SCENARIO-03,safeopsai,1,False,COMPLETED,2026-08-22T08:34:07.685502+00:00,2026-08-22T08:34:07.794533+00:00,2026-08-22T08:34:08.107140+00:00,2026-08-22T08:34:08.107711+00:00,2026-08-22T08:34:08.419898+00:00,2026-08-22T08:34:08.621848+00:00,0.515,0.827,0.313,0.001,0.202,False,True,False,clear_fault,clear_fault,True,0,1,0.98,SUCCESS
RUN-BEA60E54,EXP-REPORT,SCENARIO-03,no_rollback,2,False,COMPLETED,2026-08-22T08:34:08.731653+00:00,2026-08-22T08:34:08.840339+00:00,2026-08-22T08:34:09.152156+00:00,2026-08-22T08:34:09.152156+00:00,2026-08-22T08:34:09.152156+00:00,2026-08-22T08:34:09.152156+00:00,0.0,0.312,0.312,0.0,0.0,False,True,False,clear_fault,clear_fault,True,0,1,0.95,SUCCESS
RUN-45A025E7,EXP-REPORT,SCENARIO-05,safeopsai,2,False,COMPLETED,2026-08-22T08:34:09.262136+00:00,2026-08-22T08:34:09.371651+00:00,2026-08-22T08:34:09.683708+00:00,2026-08-22T08:34:09.683708+00:00,2026-08-22T08:34:09.994963+00:00,2026-08-22T08:34:10.197093+00:00,0.513,0.825,0.312,0.0,0.202,False,True,False,restart_service,restart_service,True,0,1,0.98,SUCCESS
RUN-6582564D,EXP-REPORT,SCENARIO-03,no_multi_agent,3,False,FAILED,2026-08-22T08:34:10.306023+00:00,2026-08-22T08:34:10.416054+00:00,2026-08-22T08:34:10.728074+00:00,2026-08-22T08:34:10.728074+00:00,2026-08-22T08:34:10.728074+00:00,,120.0,120.0,0.312,0.0,2.0,False,False,True,restart_service,restart_service,True,0,1,0.0,FAILED
RUN-13BB8C97,EXP-REPORT,SCENARIO-03,no_multi_agent,1,False,FAILED,2026-08-22T08:34:10.837637+00:00,2026-08-22T08:34:10.947379+00:00,2026-08-22T08:34:11.260477+00:00,2026-08-22T08:34:11.260477+00:00,2026-08-22T08:34:11.260477+00:00,,120.0,120.0,0.313,0.0,2.0,False,False,True,restart_service,restart_service,True,0,1,0.0,FAILED
RUN-65071DF4,EXP-REPORT,SCENARIO-06,no_rollback,2,False,COMPLETED,2026-08-22T08:34:11.368196+00:00,2026-08-22T08:34:11.477555+00:00,2026-08-22T08:34:11.789526+00:00,2026-08-22T08:34:11.789526+00:00,2026-08-22T08:34:11.789526+00:00,2026-08-22T08:34:11.789526+00:00,0.0,0.312,0.312,0.0,0.0,False,True,False,restart_service,restart_service,True,0,1,0.95,SUCCESS
RUN-93E5FAF1,EXP-REPORT,SCENARIO-04,safeopsai,2,False,COMPLETED,2026-08-22T08:34:11.898930+00:00,2026-08-22T08:34:12.007394+00:00,2026-08-22T08:34:12.319547+00:00,2026-08-22T08:34:12.319547+00:00,2026-08-22T08:34:12.628868+00:00,2026-08-22T08:34:12.830337+00:00,0.511,0.823,0.312,0.0,0.201,False,True,False,clear_fault,clear_fault,True,0,1,0.98,SUCCESS
RUN-B906E43C,EXP-REPORT,SCENARIO-06,safeopsai,3,False,COMPLETED,2026-08-22T08:34:12.939572+00:00,2026-08-22T08:34:13.050996+00:00,2026-08-22T08:34:13.359798+00:00,2026-08-22T08:34:13.359798+00:00,2026-08-22T08:34:13.672842+00:00,2026-08-22T08:34:13.875782+00:00,0.516,0.825,0.309,0.0,0.203,False,True,False,restart_service,restart_service,True,0,1,0.98,SUCCESS
RUN-79AE88DF,EXP-REPORT,SCENARIO-01,no_rollback,1,False,COMPLETED,2026-08-22T08:34:13.985149+00:00,2026-08-22T08:34:14.096826+00:00,2026-08-22T08:34:14.409352+00:00,2026-08-22T08:34:14.409352+00:00,2026-08-22T08:34:14.409352+00:00,2026-08-22T08:34:14.409352+00:00,0.0,0.313,0.313,0.0,0.0,False,True,False,restart_service,restart_service,True,0,1,0.95,SUCCESS
RUN-23CDC994,EXP-REPORT,SCENARIO-03,no_sandbox,1,False,COMPLETED,2026-08-22T08:34:14.520528+00:00,2026-08-22T08:34:14.629285+00:00,2026-08-22T08:34:14.943336+00:00,2026-08-22T08:34:14.943336+00:00,2026-08-22T08:34:14.943336+00:00,2026-08-22T08:34:14.943336+00:00,0.0,0.314,0.314,0.0,0.0,False,True,False,clear_fault,clear_fault,,0,1,0.92,SUCCESS
RUN-CCEB1BA0,EXP-REPORT,SCENARIO-02,no_sandbox,3,False,COMPLETED,2026-08-22T08:34:15.051990+00:00,2026-08-22T08:34:15.160994+00:00,2026-08-22T08:34:15.473308+00:00,2026-08-22T08:34:15.473308+00:00,2026-08-22T08:34:15.473308+00:00,2026-08-22T08:34:15.473308+00:00,0.0,0.312,0.312,0.0,0.0,False,True,False,clear_fault,clear_fault,,0,1,0.92,SUCCESS
RUN-297037E9,EXP-REPORT,SCENARIO-02,naive_restart,1,False,FAILED,2026-08-22T08:34:15.582523+00:00,2026-08-22T08:34:15.692460+00:00,2026-08-22T08:34:16.004679+00:00,2026-08-22T08:34:16.004679+00:00,2026-08-22T08:34:16.004679+00:00,,120.0,120.0,0.312,0.0,2.0,False,False,True,restart_service,restart_service,,0,1,0.0,FAILED
RUN-B14E5714,EXP-REPORT,SCENARIO-05,naive_restart,3,False,COMPLETED,2026-08-22T08:34:16.222482+00:00,2026-08-22T08:34:16.331503+00:00,2026-08-22T08:34:16.642957+00:00,2026-08-22T08:34:16.642957+00:00,2026-08-22T08:34:16.642957+00:00,2026-08-22T08:34:16.752992+00:00,0.11,0.421,0.311,0.0,0.11,False,True,False,restart_service,restart_service,,0,1,1.0,COMPLETED
RUN-0F878AB2,EXP-REPORT,SCENARIO-05,no_sandbox,3,False,COMPLETED,2026-08-22T08:34:16.859872+00:00,2026-08-22T08:34:16.970498+00:00,2026-08-22T08:34:17.283162+00:00,2026-08-22T08:34:17.284160+00:00,2026-08-22T08:34:17.284160+00:00,2026-08-22T08:34:17.284160+00:00,0.001,0.314,0.313,0.001,0.0,False,True,False,restart_service,restart_service,,0,1,0.92,SUCCESS
RUN-358A1678,EXP-REPORT,SCENARIO-04,no_sandbox,2,False,COMPLETED,2026-08-22T08:34:17.392484+00:00,2026-08-22T08:34:17.502333+00:00,2026-08-22T08:34:17.813455+00:00,2026-08-22T08:34:17.813455+00:00,2026-08-22T08:34:17.813455+00:00,2026-08-22T08:34:17.813455+00:00,0.0,0.311,0.311,0.0,0.0,False,True,False,clear_fault,clear_fault,,0,1,0.92,SUCCESS
RUN-1A7ED14F,EXP-REPORT,SCENARIO-01,no_sandbox,2,False,COMPLETED,2026-08-22T08:34:17.922817+00:00,2026-08-22T08:34:18.030864+00:00,2026-08-22T08:34:18.341578+00:00,2026-08-22T08:34:18.341578+00:00,2026-08-22T08:34:18.341578+00:00,2026-08-22T08:34:18.341578+00:00,0.0,0.311,0.311,0.0,0.0,False,True,False,restart_service,restart_service,,0,1,0.92,SUCCESS
RUN-9F1D5418,EXP-REPORT,SCENARIO-03,naive_restart,2,False,FAILED,2026-08-22T08:34:18.450412+00:00,2026-08-22T08:34:18.560152+00:00,2026-08-22T08:34:18.886475+00:00,2026-08-22T08:34:18.887361+00:00,2026-08-22T08:34:18.887361+00:00,,120.0,120.0,0.326,0.001,2.0,False,False,True,restart_service,restart_service,,0,1,0.0,FAILED
RUN-DAAA011A,EXP-REPORT,SCENARIO-05,no_rollback,2,False,COMPLETED,2026-08-22T08:34:19.104629+00:00,2026-08-22T08:34:19.215557+00:00,2026-08-22T08:34:19.527374+00:00,2026-08-22T08:34:19.527374+00:00,2026-08-22T08:34:19.527374+00:00,2026-08-22T08:34:19.527374+00:00,0.0,0.312,0.312,0.0,0.0,False,True,False,restart_service,restart_service,True,0,1,0.95,SUCCESS
RUN-E3FC13B3,EXP-REPORT,SCENARIO-01,safeopsai,3,False,COMPLETED,2026-08-22T08:34:19.637795+00:00,2026-08-22T08:34:19.747683+00:00,2026-08-22T08:34:20.057537+00:00,2026-08-22T08:34:20.057537+00:00,2026-08-22T08:34:20.369705+00:00,2026-08-22T08:34:20.573283+00:00,0.516,0.826,0.31,0.0,0.204,False,True,False,restart_service,restart_service,True,0,1,0.98,SUCCESS
RUN-ED7451E2,EXP-REPORT,SCENARIO-02,safeopsai,2,False,COMPLETED,2026-08-22T08:34:20.681270+00:00,2026-08-22T08:34:20.791423+00:00,2026-08-22T08:34:21.104320+00:00,2026-08-22T08:34:21.104320+00:00,2026-08-22T08:34:21.419284+00:00,2026-08-22T08:34:21.622701+00:00,0.518,0.831,0.313,0.0,0.203,False,True,False,clear_fault,clear_fault,True,0,1,0.98,SUCCESS
RUN-E5210743,EXP-REPORT,SCENARIO-03,no_sandbox,3,False,COMPLETED,2026-08-22T08:34:21.732435+00:00,2026-08-22T08:34:21.839361+00:00,2026-08-22T08:34:22.165181+00:00,2026-08-22T08:34:22.165181+00:00,2026-08-22T08:34:22.165181+00:00,2026-08-22T08:34:22.165181+00:00,0.0,0.326,0.326,0.0,0.0,False,True,False,clear_fault,clear_fault,,0,1,0.92,SUCCESS
RUN-B9C87C7F,EXP-REPORT,SCENARIO-04,naive_restart,3,False,FAILED,2026-08-22T08:34:22.274317+00:00,2026-08-22T08:34:22.385044+00:00,2026-08-22T08:34:22.699006+00:00,2026-08-22T08:34:22.699006+00:00,2026-08-22T08:34:22.699006+00:00,,120.0,120.0,0.314,0.0,2.0,False,False,True,restart_service,restart_service,,0,1,0.0,FAILED
RUN-0434843C,EXP-REPORT,SCENARIO-02,no_sandbox,2,False,COMPLETED,2026-08-22T08:34:22.918505+00:00,2026-08-22T08:34:23.030095+00:00,2026-08-22T08:34:23.340329+00:00,2026-08-22T08:34:23.340329+00:00,2026-08-22T08:34:23.340329+00:00,2026-08-22T08:34:23.340329+00:00,0.0,0.31,0.31,0.0,0.0,False,True,False,clear_fault,clear_fault,,0,1,0.92,SUCCESS
RUN-011493C0,EXP-REPORT,SCENARIO-06,naive_restart,1,False,FAILED,2026-08-22T08:34:23.451273+00:00,2026-08-22T08:34:23.560708+00:00,2026-08-22T08:34:23.872105+00:00,2026-08-22T08:34:23.872105+00:00,2026-08-22T08:34:23.872105+00:00,,120.0,120.0,0.311,0.0,2.0,False,False,True,restart_service,restart_service,,0,1,0.0,FAILED
RUN-328A8506,EXP-REPORT,SCENARIO-02,no_multi_agent,1,False,FAILED,2026-08-22T08:34:24.090449+00:00,2026-08-22T08:34:24.199619+00:00,2026-08-22T08:34:24.511116+00:00,2026-08-22T08:34:24.511116+00:00,2026-08-22T08:34:24.511116+00:00,,120.0,120.0,0.311,0.0,2.0,False,False,True,restart_service,restart_service,True,0,1,0.0,FAILED
RUN-B976B461,EXP-REPORT,SCENARIO-01,naive_restart,3,False,COMPLETED,2026-08-22T08:34:24.619604+00:00,2026-08-22T08:34:24.730951+00:00,2026-08-22T08:34:25.040683+00:00,2026-08-22T08:34:25.040683+00:00,2026-08-22T08:34:25.040683+00:00,2026-08-22T08:34:25.150522+00:00,0.11,0.42,0.31,0.0,0.11,False,True,False,restart_service,restart_service,,0,1,1.0,COMPLETED
RUN-2835ACAE,EXP-REPORT,SCENARIO-01,no_sandbox,1,False,COMPLETED,2026-08-22T08:34:25.259712+00:00,2026-08-22T08:34:25.370668+00:00,2026-08-22T08:34:25.683462+00:00,2026-08-22T08:34:25.683462+00:00,2026-08-22T08:34:25.683462+00:00,2026-08-22T08:34:25.683462+00:00,0.0,0.313,0.313,0.0,0.0,False,True,False,restart_service,restart_service,,0,1,0.92,SUCCESS
RUN-FB929757,EXP-REPORT,SCENARIO-05,safeopsai,1,False,COMPLETED,2026-08-22T08:34:25.794487+00:00,2026-08-22T08:34:25.904560+00:00,2026-08-22T08:34:26.217140+00:00,2026-08-22T08:34:26.217140+00:00,2026-08-22T08:34:26.528278+00:00,2026-08-22T08:34:26.732902+00:00,0.516,0.828,0.313,0.0,0.205,False,True,False,restart_service,restart_service,True,0,1,0.98,SUCCESS
RUN-1D10B248,EXP-REPORT,SCENARIO-04,naive_restart,1,False,FAILED,2026-08-22T08:34:26.841185+00:00,2026-08-22T08:34:26.949482+00:00,2026-08-22T08:34:27.261196+00:00,2026-08-22T08:34:27.261196+00:00,2026-08-22T08:34:27.261196+00:00,,120.0,120.0,0.312,0.0,2.0,False,False,True,restart_service,restart_service,,0,1,0.0,FAILED
RUN-F1B14004,EXP-REPORT,SCENARIO-06,no_sandbox,2,False,COMPLETED,2026-08-22T08:34:27.481027+00:00,2026-08-22T08:34:27.589178+00:00,2026-08-22T08:34:27.900637+00:00,2026-08-22T08:34:27.900637+00:00,2026-08-22T08:34:27.900637+00:00,2026-08-22T08:34:27.900637+00:00,0.0,0.311,0.311,0.0,0.0,False,True,False,restart_service,restart_service,,0,1,0.92,SUCCESS
RUN-B428C57B,EXP-REPORT,SCENARIO-01,no_multi_agent,1,False,COMPLETED,2026-08-22T08:34:28.009955+00:00,2026-08-22T08:34:28.119322+00:00,2026-08-22T08:34:28.433199+00:00,2026-08-22T08:34:28.433199+00:00,2026-08-22T08:34:28.433199+00:00,2026-08-22T08:34:28.433199+00:00,0.0,0.314,0.314,0.0,0.0,False,True,False,restart_service,restart_service,True,0,1,0.85,SUCCESS
RUN-74AB1950,EXP-REPORT,SCENARIO-06,no_sandbox,3,False,COMPLETED,2026-08-22T08:34:28.541362+00:00,2026-08-22T08:34:28.651393+00:00,2026-08-22T08:34:28.961377+00:00,2026-08-22T08:34:28.961377+00:00,2026-08-22T08:34:28.961377+00:00,2026-08-22T08:34:28.961377+00:00,0.0,0.31,0.31,0.0,0.0,False,True,False,restart_service,restart_service,,0,1,0.92,SUCCESS
RUN-2D8C9C38,EXP-REPORT,SCENARIO-02,no_sandbox,1,False,COMPLETED,2026-08-22T08:34:29.071305+00:00,2026-08-22T08:34:29.180944+00:00,2026-08-22T08:34:29.493216+00:00,2026-08-22T08:34:29.493216+00:00,2026-08-22T08:34:29.493216+00:00,2026-08-22T08:34:29.493216+00:00,0.0,0.312,0.312,0.0,0.0,False,True,False,clear_fault,clear_fault,,0,1,0.92,SUCCESS
RUN-06141D40,EXP-REPORT,SCENARIO-05,no_rollback,3,False,COMPLETED,2026-08-22T08:34:29.603781+00:00,2026-08-22T08:34:29.710585+00:00,2026-08-22T08:34:30.022552+00:00,2026-08-22T08:34:30.022552+00:00,2026-08-22T08:34:30.022552+00:00,2026-08-22T08:34:30.022552+00:00,0.0,0.312,0.312,0.0,0.0,False,True,False,restart_service,restart_service,True,0,1,0.95,SUCCESS
RUN-25C6DB83,EXP-REPORT,SCENARIO-03,no_rollback,3,False,COMPLETED,2026-08-22T08:34:30.133680+00:00,2026-08-22T08:34:30.243157+00:00,2026-08-22T08:34:30.555330+00:00,2026-08-22T08:34:30.555330+00:00,2026-08-22T08:34:30.555330+00:00,2026-08-22T08:34:30.555330+00:00,0.0,0.312,0.312,0.0,0.0,False,True,False,clear_fault,clear_fault,True,0,1,0.95,SUCCESS
RUN-75A75C3C,EXP-REPORT,SCENARIO-02,naive_restart,3,False,FAILED,2026-08-22T08:34:30.666415+00:00,2026-08-22T08:34:30.775272+00:00,2026-08-22T08:34:31.086330+00:00,2026-08-22T08:34:31.086330+00:00,2026-08-22T08:34:31.086330+00:00,,120.0,120.0,0.311,0.0,2.0,False,False,True,restart_service,restart_service,,0,1,0.0,FAILED
RUN-49C848F5,EXP-REPORT,SCENARIO-01,safeopsai,1,False,COMPLETED,2026-08-22T08:34:31.303140+00:00,2026-08-22T08:34:31.413832+00:00,2026-08-22T08:34:31.725624+00:00,2026-08-22T08:34:31.725624+00:00,2026-08-22T08:34:32.039415+00:00,2026-08-22T08:34:32.243985+00:00,0.518,0.83,0.312,0.0,0.205,False,True,False,restart_service,restart_service,True,0,1,0.98,SUCCESS
RUN-04E8B897,EXP-REPORT,SCENARIO-06,no_multi_agent,3,False,FAILED,2026-08-22T08:34:32.353198+00:00,2026-08-22T08:34:32.463718+00:00,2026-08-22T08:34:32.775343+00:00,2026-08-22T08:34:32.775343+00:00,2026-08-22T08:34:32.775343+00:00,,120.0,120.0,0.312,0.0,2.0,False,False,True,restart_service,restart_service,True,0,1,0.0,FAILED
RUN-BBF6DFB3,EXP-REPORT,SCENARIO-04,no_rollback,1,False,COMPLETED,2026-08-22T08:34:32.883015+00:00,2026-08-22T08:34:32.993662+00:00,2026-08-22T08:34:33.305396+00:00,2026-08-22T08:34:33.305396+00:00,2026-08-22T08:34:33.305396+00:00,2026-08-22T08:34:33.305396+00:00,0.0,0.312,0.312,0.0,0.0,False,True,False,clear_fault,clear_fault,True,0,1,0.95,SUCCESS
RUN-709FD3F0,EXP-REPORT,SCENARIO-06,no_multi_agent,1,False,FAILED,2026-08-22T08:34:33.415902+00:00,2026-08-22T08:34:33.523216+00:00,2026-08-22T08:34:33.835495+00:00,2026-08-22T08:34:33.835495+00:00,2026-08-22T08:34:33.836498+00:00,,120.0,120.0,0.312,0.0,2.0,False,False,True,restart_service,restart_service,True,0,1,0.0,FAILED
